palabra,muestras,longitud,seleccionada,motivo_exclusion,metrica_exclusion,umbral_exclusion,similar_a,similitud_fonetica,f1_preliminar
kyle,14,4,no,frecuencia_insuficiente,14.0,1000.0,,,
kylie,7,5,no,frecuencia_insuficiente,7.0,1000.0,,,
kyushu,4,6,no,frecuencia_insuficiente,4.0,1000.0,,,
kárate,3,6,no,frecuencia_insuficiente,3.0,1000.0,,,
königsberg,5,10,no,frecuencia_insuficiente,5.0,1000.0,,,
köppen,3,6,no,frecuencia_insuficiente,3.0,1000.0,,,
laberinto,5,9,no,frecuencia_insuficiente,5.0,1000.0,,,
labio,9,5,no,frecuencia_insuficiente,9.0,1000.0,,,
labios,63,6,no,frecuencia_insuficiente,63.0,1000.0,,,
labor,108,5,no,frecuencia_insuficiente,108.0,1000.0,,,
laboral,23,7,no,frecuencia_insuficiente,23.0,1000.0,,,
laborales,12,9,no,frecuencia_insuficiente,12.0,1000.0,,,
laboratorio,31,11,no,frecuencia_insuficiente,31.0,1000.0,,,
laboratorios,13,12,no,frecuencia_insuficiente,13.0,1000.0,,,
labores,42,7,no,frecuencia_insuficiente,42.0,1000.0,,,
laborista,5,9,no,frecuencia_insuficiente,5.0,1000.0,,,
labrada,6,7,no,frecuencia_insuficiente,6.0,1000.0,,,
labrado,7,7,no,frecuencia_insuficiente,7.0,1000.0,,,
labrador,7,8,no,frecuencia_insuficiente,7.0,1000.0,,,
labradores,4,10,no,frecuencia_insuficiente,4.0,1000.0,,,
lacerados,3,9,no,frecuencia_insuficiente,3.0,1000.0,,,
lactancia,9,9,no,frecuencia_insuficiente,9.0,1000.0,,,
ladera,18,6,no,frecuencia_insuficiente,18.0,1000.0,,,
laderas,29,7,no,frecuencia_insuficiente,29.0,1000.0,,,
ladies,4,6,no,frecuencia_insuficiente,4.0,1000.0,,,
lado,355,4,no,frecuencia_insuficiente,355.0,1000.0,,,
lados,65,5,no,frecuencia_insuficiente,65.0,1000.0,,,
ladrador,7,8,no,frecuencia_insuficiente,7.0,1000.0,,,
ladrar,5,6,no,frecuencia_insuficiente,5.0,1000.0,,,
ladridos,3,8,no,frecuencia_insuficiente,3.0,1000.0,,,
ladrillo,52,8,no,frecuencia_insuficiente,52.0,1000.0,,,
ladrillos,12,9,no,frecuencia_insuficiente,12.0,1000.0,,,
ladrones,17,8,no,frecuencia_insuficiente,17.0,1000.0,,,
ladrón,12,6,no,frecuencia_insuficiente,12.0,1000.0,,,
lady,15,4,no,frecuencia_insuficiente,15.0,1000.0,,,
lafayette,3,9,no,frecuencia_insuficiente,3.0,1000.0,,,
lagartijas,5,10,no,frecuencia_insuficiente,5.0,1000.0,,,
lagarto,9,7,no,frecuencia_insuficiente,9.0,1000.0,,,
lagartos,14,8,no,frecuencia_insuficiente,14.0,1000.0,,,
lago,177,4,no,frecuencia_insuficiente,177.0,1000.0,,,
lagoa,3,5,no,frecuencia_insuficiente,3.0,1000.0,,,
lagos,60,5,no,frecuencia_insuficiente,60.0,1000.0,,,
laguna,70,6,no,frecuencia_insuficiente,70.0,1000.0,,,
lagunas,30,7,no,frecuencia_insuficiente,30.0,1000.0,,,
laica,3,5,no,frecuencia_insuficiente,3.0,1000.0,,,
laicos,5,6,no,frecuencia_insuficiente,5.0,1000.0,,,
lake,28,4,no,frecuencia_insuficiente,28.0,1000.0,,,
lakers,7,6,no,frecuencia_insuficiente,7.0,1000.0,,,
lama,3,4,no,frecuencia_insuficiente,3.0,1000.0,,,
lamas,6,5,no,frecuencia_insuficiente,6.0,1000.0,,,
lambert,6,7,no,frecuencia_insuficiente,6.0,1000.0,,,
lamentablemente,8,15,no,frecuencia_insuficiente,8.0,1000.0,,,
lamentar,10,8,no,frecuencia_insuficiente,10.0,1000.0,,,
lamento,4,7,no,frecuencia_insuficiente,4.0,1000.0,,,
lamentos,7,8,no,frecuencia_insuficiente,7.0,1000.0,,,
lamer,3,5,no,frecuencia_insuficiente,3.0,1000.0,,,
lana,32,4,no,frecuencia_insuficiente,32.0,1000.0,,,
lanar,7,5,no,frecuencia_insuficiente,7.0,1000.0,,,
lancaster,4,9,no,frecuencia_insuficiente,4.0,1000.0,,,
lance,5,5,no,frecuencia_insuficiente,5.0,1000.0,,,
lanceoladas,7,11,no,frecuencia_insuficiente,7.0,1000.0,,,
lanchas,5,7,no,frecuencia_insuficiente,5.0,1000.0,,,
land,8,4,no,frecuencia_insuficiente,8.0,1000.0,,,
landgrave,3,9,no,frecuencia_insuficiente,3.0,1000.0,,,
lane,16,4,no,frecuencia_insuficiente,16.0,1000.0,,,
lang,3,4,no,frecuencia_insuficiente,3.0,1000.0,,,
lange,8,5,no,frecuencia_insuficiente,8.0,1000.0,,,
langosta,5,8,no,frecuencia_insuficiente,5.0,1000.0,,,
lanka,24,5,no,frecuencia_insuficiente,24.0,1000.0,,,
lanza,40,5,no,frecuencia_insuficiente,40.0,1000.0,,,
lanzaban,7,8,no,frecuencia_insuficiente,7.0,1000.0,,,
lanzada,39,7,no,frecuencia_insuficiente,39.0,1000.0,,,
lanzadas,5,8,no,frecuencia_insuficiente,5.0,1000.0,,,
lanzado,88,7,no,frecuencia_insuficiente,88.0,1000.0,,,
lanzador,6,8,no,frecuencia_insuficiente,6.0,1000.0,,,
lanzadores,3,10,no,frecuencia_insuficiente,3.0,1000.0,,,
lanzados,14,8,no,frecuencia_insuficiente,14.0,1000.0,,,
lanzamiento,130,11,no,frecuencia_insuficiente,130.0,1000.0,,,
lanzamientos,10,12,no,frecuencia_insuficiente,10.0,1000.0,,,
lanzan,8,6,no,frecuencia_insuficiente,8.0,1000.0,,,
lanzando,6,8,no,frecuencia_insuficiente,6.0,1000.0,,,
lanzar,15,6,no,frecuencia_insuficiente,15.0,1000.0,,,
lanzarles,3,9,no,frecuencia_insuficiente,3.0,1000.0,,,
lanzarnos,3,9,no,frecuencia_insuficiente,3.0,1000.0,,,
lanzaron,21,8,no,frecuencia_insuficiente,21.0,1000.0,,,
lanzas,8,6,no,frecuencia_insuficiente,8.0,1000.0,,,
lanzó,72,5,no,frecuencia_insuficiente,72.0,1000.0,,,
lanús,8,5,no,frecuencia_insuficiente,8.0,1000.0,,,
lao,4,3,no,frecuencia_insuficiente,4.0,1000.0,,,
laos,42,4,no,frecuencia_insuficiente,42.0,1000.0,,,
lapso,10,5,no,frecuencia_insuficiente,10.0,1000.0,,,
lara,31,4,no,frecuencia_insuficiente,31.0,1000.0,,,
laredo,8,6,no,frecuencia_insuficiente,8.0,1000.0,,,
larga,198,5,no,frecuencia_insuficiente,198.0,1000.0,,,
largamente,5,10,no,frecuencia_insuficiente,5.0,1000.0,,,
largamos,3,8,no,frecuencia_insuficiente,3.0,1000.0,,,
largas,93,6,no,frecuencia_insuficiente,93.0,1000.0,,,
largo,421,5,no,frecuencia_insuficiente,421.0,1000.0,,,
largometraje,17,12,no,frecuencia_insuficiente,17.0,1000.0,,,
largometrajes,12,13,no,frecuencia_insuficiente,12.0,1000.0,,,
largos,70,6,no,frecuencia_insuficiente,70.0,1000.0,,,
larraín,7,7,no,frecuencia_insuficiente,7.0,1000.0,,,
larry,16,5,no,frecuencia_insuficiente,16.0,1000.0,,,
larva,8,5,no,frecuencia_insuficiente,8.0,1000.0,,,
larvas,43,6,no,frecuencia_insuficiente,43.0,1000.0,,,
las,13082,3,no,longitud_insuficiente,3.0,5.0,,,
last,8,4,no,frecuencia_insuficiente,8.0,1000.0,,,
lastimera,6,9,no,frecuencia_insuficiente,6.0,1000.0,,,
lastre,4,6,no,frecuencia_insuficiente,4.0,1000.0,,,
lata,4,4,no,frecuencia_insuficiente,4.0,1000.0,,,
latas,7,5,no,frecuencia_insuficiente,7.0,1000.0,,,
lateral,88,7,no,frecuencia_insuficiente,88.0,1000.0,,,
laterales,85,9,no,frecuencia_insuficiente,85.0,1000.0,,,
lateralmente,6,12,no,frecuencia_insuficiente,6.0,1000.0,,,
latido,7,6,no,frecuencia_insuficiente,7.0,1000.0,,,
latin,11,5,no,frecuencia_insuficiente,11.0,1000.0,,,
latina,36,6,no,frecuencia_insuficiente,36.0,1000.0,,,
latinas,5,7,no,frecuencia_insuficiente,5.0,1000.0,,,
latino,39,6,no,frecuencia_insuficiente,39.0,1000.0,,,
latinoamericana,8,15,no,frecuencia_insuficiente,8.0,1000.0,,,
latinoamericano,5,15,no,frecuencia_insuficiente,5.0,1000.0,,,
latinoamericanos,7,16,no,frecuencia_insuficiente,7.0,1000.0,,,
latinos,8,7,no,frecuencia_insuficiente,8.0,1000.0,,,
latitudes,3,9,no,frecuencia_insuficiente,3.0,1000.0,,,
latín,69,5,no,frecuencia_insuficiente,69.0,1000.0,,,
laude,5,5,no,frecuencia_insuficiente,5.0,1000.0,,,
lauderdale,3,10,no,frecuencia_insuficiente,3.0,1000.0,,,
laura,31,5,no,frecuencia_insuficiente,31.0,1000.0,,,
laureada,4,8,no,frecuencia_insuficiente,4.0,1000.0,,,
laureado,6,8,no,frecuencia_insuficiente,6.0,1000.0,,,
laurel,10,6,no,frecuencia_insuficiente,10.0,1000.0,,,
lauren,8,6,no,frecuencia_insuficiente,8.0,1000.0,,,
laurence,4,8,no,frecuencia_insuficiente,4.0,1000.0,,,
laurie,3,6,no,frecuencia_insuficiente,3.0,1000.0,,,
lausana,6,7,no,frecuencia_insuficiente,6.0,1000.0,,,
lautaro,4,7,no,frecuencia_insuficiente,4.0,1000.0,,,
lava,19,4,no,frecuencia_insuficiente,19.0,1000.0,,,
lavadora,3,8,no,frecuencia_insuficiente,3.0,1000.0,,,
lavadoras,4,9,no,frecuencia_insuficiente,4.0,1000.0,,,
lavalle,7,7,no,frecuencia_insuficiente,7.0,1000.0,,,
lavalleja,4,9,no,frecuencia_insuficiente,4.0,1000.0,,,
lavanda,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
lavar,14,5,no,frecuencia_insuficiente,14.0,1000.0,,,
lavo,4,4,no,frecuencia_insuficiente,4.0,1000.0,,,
lavín,3,5,no,frecuencia_insuficiente,3.0,1000.0,,,
law,8,3,no,frecuencia_insuficiente,8.0,1000.0,,,
lawn,7,4,no,frecuencia_insuficiente,7.0,1000.0,,,
lawrence,19,8,no,frecuencia_insuficiente,19.0,1000.0,,,
lawson,4,6,no,frecuencia_insuficiente,4.0,1000.0,,,
laya,3,4,no,frecuencia_insuficiente,3.0,1000.0,,,
lazio,5,5,no,frecuencia_insuficiente,5.0,1000.0,,,
lazo,8,4,no,frecuencia_insuficiente,8.0,1000.0,,,
lazos,15,5,no,frecuencia_insuficiente,15.0,1000.0,,,
laúd,4,4,no,frecuencia_insuficiente,4.0,1000.0,,,
league,59,6,no,frecuencia_insuficiente,59.0,1000.0,,,
leal,15,4,no,frecuencia_insuficiente,15.0,1000.0,,,
leales,6,6,no,frecuencia_insuficiente,6.0,1000.0,,,
lealtad,16,7,no,frecuencia_insuficiente,16.0,1000.0,,,
leandro,6,7,no,frecuencia_insuficiente,6.0,1000.0,,,
lebón,3,5,no,frecuencia_insuficiente,3.0,1000.0,,,
lecciones,23,9,no,frecuencia_insuficiente,23.0,1000.0,,,
lección,8,7,no,frecuencia_insuficiente,8.0,1000.0,,,
leche,66,5,no,frecuencia_insuficiente,66.0,1000.0,,,
lechera,4,7,no,frecuencia_insuficiente,4.0,1000.0,,,
lecheras,3,8,no,frecuencia_insuficiente,3.0,1000.0,,,
leches,16,6,no,frecuencia_insuficiente,16.0,1000.0,,,
lecho,16,5,no,frecuencia_insuficiente,16.0,1000.0,,,
lechoso,7,7,no,frecuencia_insuficiente,7.0,1000.0,,,
lechuga,4,7,no,frecuencia_insuficiente,4.0,1000.0,,,
lector,24,6,no,frecuencia_insuficiente,24.0,1000.0,,,
lectores,18,8,no,frecuencia_insuficiente,18.0,1000.0,,,
lectura,49,7,no,frecuencia_insuficiente,49.0,1000.0,,,
lecturas,14,8,no,frecuencia_insuficiente,14.0,1000.0,,,
led,6,3,no,frecuencia_insuficiente,6.0,1000.0,,,
ledesma,4,7,no,frecuencia_insuficiente,4.0,1000.0,,,
lee,87,3,no,frecuencia_insuficiente,87.0,1000.0,,,
leeds,8,5,no,frecuencia_insuficiente,8.0,1000.0,,,
leela,3,5,no,frecuencia_insuficiente,3.0,1000.0,,,
leer,55,4,no,frecuencia_insuficiente,55.0,1000.0,,,
legado,28,6,no,frecuencia_insuficiente,28.0,1000.0,,,
legajos,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
legal,46,5,no,frecuencia_insuficiente,46.0,1000.0,,,
legales,24,7,no,frecuencia_insuficiente,24.0,1000.0,,,
legalidad,5,9,no,frecuencia_insuficiente,5.0,1000.0,,,
legalmente,10,10,no,frecuencia_insuficiente,10.0,1000.0,,,
legas,8,5,no,frecuencia_insuficiente,8.0,1000.0,,,
legendaria,8,10,no,frecuencia_insuficiente,8.0,1000.0,,,
legendario,12,10,no,frecuencia_insuficiente,12.0,1000.0,,,
legendarios,4,11,no,frecuencia_insuficiente,4.0,1000.0,,,
legionarios,5,11,no,frecuencia_insuficiente,5.0,1000.0,,,
legiones,4,8,no,frecuencia_insuficiente,4.0,1000.0,,,
legislaciones,3,13,no,frecuencia_insuficiente,3.0,1000.0,,,
legislación,30,11,no,frecuencia_insuficiente,30.0,1000.0,,,
legislador,8,10,no,frecuencia_insuficiente,8.0,1000.0,,,
legisladores,3,12,no,frecuencia_insuficiente,3.0,1000.0,,,
legislativa,16,11,no,frecuencia_insuficiente,16.0,1000.0,,,
legislativas,4,12,no,frecuencia_insuficiente,4.0,1000.0,,,
legislativo,22,11,no,frecuencia_insuficiente,22.0,1000.0,,,
legislativos,4,12,no,frecuencia_insuficiente,4.0,1000.0,,,
legislatura,23,11,no,frecuencia_insuficiente,23.0,1000.0,,,
legislaturas,2,12,no,frecuencia_insuficiente,2.0,1000.0,,,
legitimidad,2,11,no,frecuencia_insuficiente,2.0,1000.0,,,
legión,28,6,no,frecuencia_insuficiente,28.0,1000.0,,,
lego,5,4,no,frecuencia_insuficiente,5.0,1000.0,,,
leguas,6,6,no,frecuencia_insuficiente,6.0,1000.0,,,
legumbre,7,8,no,frecuencia_insuficiente,7.0,1000.0,,,
legumbres,7,9,no,frecuencia_insuficiente,7.0,1000.0,,,
leguminosas,1,11,no,frecuencia_insuficiente,1.0,1000.0,,,
leguía,4,6,no,frecuencia_insuficiente,4.0,1000.0,,,
legítimo,3,8,no,frecuencia_insuficiente,3.0,1000.0,,,
legó,5,4,no,frecuencia_insuficiente,5.0,1000.0,,,
leicester,2,9,no,frecuencia_insuficiente,2.0,1000.0,,,
leiden,4,6,no,frecuencia_insuficiente,4.0,1000.0,,,
leigh,3,5,no,frecuencia_insuficiente,3.0,1000.0,,,
leipzig,20,7,no,frecuencia_insuficiente,20.0,1000.0,,,
leiva,3,5,no,frecuencia_insuficiente,3.0,1000.0,,,
lejana,16,6,no,frecuencia_insuficiente,16.0,1000.0,,,
lejano,17,6,no,frecuencia_insuficiente,17.0,1000.0,,,
lejanos,8,7,no,frecuencia_insuficiente,8.0,1000.0,,,
lejanía,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
lejos,113,5,no,frecuencia_insuficiente,113.0,1000.0,,,
lema,47,4,no,frecuencia_insuficiente,47.0,1000.0,,,
lemon,3,5,no,frecuencia_insuficiente,3.0,1000.0,,,
lena,6,4,no,frecuencia_insuficiente,6.0,1000.0,,,
lenca,3,5,no,frecuencia_insuficiente,3.0,1000.0,,,
lengua,188,6,no,frecuencia_insuficiente,188.0,1000.0,,,
lenguaje,80,8,no,frecuencia_insuficiente,80.0,1000.0,,,
lenguajes,18,9,no,frecuencia_insuficiente,18.0,1000.0,,,
lenguas,99,7,no,frecuencia_insuficiente,99.0,1000.0,,,
lenin,13,5,no,frecuencia_insuficiente,13.0,1000.0,,,
leningrado,7,10,no,frecuencia_insuficiente,7.0,1000.0,,,
lennon,9,6,no,frecuencia_insuficiente,9.0,1000.0,,,
lenta,28,5,no,frecuencia_insuficiente,28.0,1000.0,,,
lentamente,49,10,no,frecuencia_insuficiente,49.0,1000.0,,,
lentas,19,6,no,frecuencia_insuficiente,19.0,1000.0,,,
lente,5,5,no,frecuencia_insuficiente,5.0,1000.0,,,
lentes,7,6,no,frecuencia_insuficiente,7.0,1000.0,,,
lento,48,5,no,frecuencia_insuficiente,48.0,1000.0,,,
lentos,4,6,no,frecuencia_insuficiente,4.0,1000.0,,,
leo,23,3,no,frecuencia_insuficiente,23.0,1000.0,,,
leon,8,4,no,frecuencia_insuficiente,8.0,1000.0,,,
leona,24,5,no,frecuencia_insuficiente,24.0,1000.0,,,
leonard,8,7,no,frecuencia_insuficiente,8.0,1000.0,,,
leonardo,30,8,no,frecuencia_insuficiente,30.0,1000.0,,,
leones,13,6,no,frecuencia_insuficiente,13.0,1000.0,,,
leonesa,9,7,no,frecuencia_insuficiente,9.0,1000.0,,,
leonor,41,6,no,frecuencia_insuficiente,41.0,1000.0,,,
leopardo,3,8,no,frecuencia_insuficiente,3.0,1000.0,,,
leopoldo,12,8,no,frecuencia_insuficiente,12.0,1000.0,,,
lepanto,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
lepe,5,4,no,frecuencia_insuficiente,5.0,1000.0,,,
lepidoptera,1,11,no,frecuencia_insuficiente,1.0,1000.0,,,
les,423,3,no,frecuencia_insuficiente,423.0,1000.0,,,
lesbiana,8,8,no,frecuencia_insuficiente,8.0,1000.0,,,
lesbianismo,7,11,no,frecuencia_insuficiente,7.0,1000.0,,,
lesionado,6,9,no,frecuencia_insuficiente,6.0,1000.0,,,
lesiones,40,8,no,frecuencia_insuficiente,40.0,1000.0,,,
lesión,38,6,no,frecuencia_insuficiente,38.0,1000.0,,,
leslie,14,6,no,frecuencia_insuficiente,14.0,1000.0,,,
lesoto,8,6,no,frecuencia_insuficiente,8.0,1000.0,,,
let,3,3,no,frecuencia_insuficiente,3.0,1000.0,,,
letal,9,5,no,frecuencia_insuficiente,9.0,1000.0,,,
leticia,5,7,no,frecuencia_insuficiente,5.0,1000.0,,,
letona,4,6,no,frecuencia_insuficiente,4.0,1000.0,,,
letonia,8,7,no,frecuencia_insuficiente,8.0,1000.0,,,
letra,101,5,no,frecuencia_insuficiente,101.0,1000.0,,,
letras,168,6,no,frecuencia_insuficiente,168.0,1000.0,,,
letrinas,4,8,no,frecuencia_insuficiente,4.0,1000.0,,,
letrista,3,8,no,frecuencia_insuficiente,3.0,1000.0,,,
leucemia,6,8,no,frecuencia_insuficiente,6.0,1000.0,,,
levadura,7,8,no,frecuencia_insuficiente,7.0,1000.0,,,
levanta,32,7,no,frecuencia_insuficiente,32.0,1000.0,,,
levantaba,7,9,no,frecuencia_insuficiente,7.0,1000.0,,,
levantada,7,9,no,frecuencia_insuficiente,7.0,1000.0,,,
levantadas,2,10,no,frecuencia_insuficiente,2.0,1000.0,,,
levantado,10,9,no,frecuencia_insuficiente,10.0,1000.0,,,
levantamiento,13,13,no,frecuencia_insuficiente,13.0,1000.0,,,
levantamientos,4,14,no,frecuencia_insuficiente,4.0,1000.0,,,
levantamos,3,10,no,frecuencia_insuficiente,3.0,1000.0,,,
levantan,4,8,no,frecuencia_insuficiente,4.0,1000.0,,,
levantando,7,10,no,frecuencia_insuficiente,7.0,1000.0,,,
levantar,27,8,no,frecuencia_insuficiente,27.0,1000.0,,,
levantaremos,3,12,no,frecuencia_insuficiente,3.0,1000.0,,,
levantarme,3,10,no,frecuencia_insuficiente,3.0,1000.0,,,
levantaron,7,10,no,frecuencia_insuficiente,7.0,1000.0,,,
levantarse,9,10,no,frecuencia_insuficiente,9.0,1000.0,,,
levante,16,7,no,frecuencia_insuficiente,16.0,1000.0,,,
levanto,5,7,no,frecuencia_insuficiente,5.0,1000.0,,,
levanté,11,7,no,frecuencia_insuficiente,11.0,1000.0,,,
levantó,51,7,no,frecuencia_insuficiente,51.0,1000.0,,,
leve,16,4,no,frecuencia_insuficiente,16.0,1000.0,,,
levemente,13,9,no,frecuencia_insuficiente,13.0,1000.0,,,
leves,14,5,no,frecuencia_insuficiente,14.0,1000.0,,,
levy,7,4,no,frecuencia_insuficiente,7.0,1000.0,,,
lewis,24,5,no,frecuencia_insuficiente,24.0,1000.0,,,
lex,4,3,no,frecuencia_insuficiente,4.0,1000.0,,,
ley,145,3,no,frecuencia_insuficiente,145.0,1000.0,,,
leyenda,63,7,no,frecuencia_insuficiente,63.0,1000.0,,,
leyendas,40,8,no,frecuencia_insuficiente,40.0,1000.0,,,
leyendo,14,7,no,frecuencia_insuficiente,14.0,1000.0,,,
leyeron,4,7,no,frecuencia_insuficiente,4.0,1000.0,,,
leyes,73,5,no,frecuencia_insuficiente,73.0,1000.0,,,
leyó,6,4,no,frecuencia_insuficiente,6.0,1000.0,,,
leía,9,4,no,frecuencia_insuficiente,9.0,1000.0,,,
leída,2,5,no,frecuencia_insuficiente,2.0,1000.0,,,
leído,8,5,no,frecuencia_insuficiente,8.0,1000.0,,,
leídos,3,6,no,frecuencia_insuficiente,3.0,1000.0,,,
leña,13,4,no,frecuencia_insuficiente,13.0,1000.0,,,
leñosa,7,6,no,frecuencia_insuficiente,7.0,1000.0,,,
leñosas,5,7,no,frecuencia_insuficiente,5.0,1000.0,,,
leñoso,5,6,no,frecuencia_insuficiente,5.0,1000.0,,,
león,152,4,no,frecuencia_insuficiente,152.0,1000.0,,,
leónidas,3,8,no,frecuencia_insuficiente,3.0,1000.0,,,
leópolis,4,8,no,frecuencia_insuficiente,4.0,1000.0,,,
liam,3,4,no,frecuencia_insuficiente,3.0,1000.0,,,
lianas,8,6,no,frecuencia_insuficiente,8.0,1000.0,,,
liaras,3,6,no,frecuencia_insuficiente,3.0,1000.0,,,
libera,17,6,no,frecuencia_insuficiente,17.0,1000.0,,,
liberación,30,10,no,frecuencia_insuficiente,30.0,1000.0,,,
liberada,7,8,no,frecuencia_insuficiente,7.0,1000.0,,,
liberadas,3,9,no,frecuencia_insuficiente,3.0,1000.0,,,
liberado,37,8,no,frecuencia_insuficiente,37.0,1000.0,,,
liberados,15,9,no,frecuencia_insuficiente,15.0,1000.0,,,
liberal,102,7,no,frecuencia_insuficiente,102.0,1000.0,,,
liberales,24,9,no,frecuencia_insuficiente,24.0,1000.0,,,
liberalismo,15,11,no,frecuencia_insuficiente,15.0,1000.0,,,
liberar,13,7,no,frecuencia_insuficiente,13.0,1000.0,,,
liberaron,3,9,no,frecuencia_insuficiente,3.0,1000.0,,,
liberia,16,7,no,frecuencia_insuficiente,16.0,1000.0,,,
libertad,127,8,no,frecuencia_insuficiente,127.0,1000.0,,,
libertades,6,10,no,frecuencia_insuficiente,6.0,1000.0,,,
libertador,7,10,no,frecuencia_insuficiente,7.0,1000.0,,,
libertadores,9,12,no,frecuencia_insuficiente,9.0,1000.0,,,
libertario,5,10,no,frecuencia_insuficiente,5.0,1000.0,,,
libertarios,4,11,no,frecuencia_insuficiente,4.0,1000.0,,,
libertarme,3,10,no,frecuencia_insuficiente,3.0,1000.0,,,
liberty,4,7,no,frecuencia_insuficiente,4.0,1000.0,,,
liberó,7,6,no,frecuencia_insuficiente,7.0,1000.0,,,
libia,19,5,no,frecuencia_insuficiente,19.0,1000.0,,,
libra,8,5,no,frecuencia_insuficiente,8.0,1000.0,,,
libramos,7,8,no,frecuencia_insuficiente,7.0,1000.0,,,
library,7,7,no,frecuencia_insuficiente,7.0,1000.0,,,
libras,4,6,no,frecuencia_insuficiente,4.0,1000.0,,,
libre,200,5,no,frecuencia_insuficiente,200.0,1000.0,,,
libremente,13,10,no,frecuencia_insuficiente,13.0,1000.0,,,
librería,16,8,no,frecuencia_insuficiente,16.0,1000.0,,,
librerías,5,9,no,frecuencia_insuficiente,5.0,1000.0,,,
libres,50,6,no,frecuencia_insuficiente,50.0,1000.0,,,
libreto,12,7,no,frecuencia_insuficiente,12.0,1000.0,,,
libro,384,5,no,frecuencia_insuficiente,384.0,1000.0,,,
libros,319,6,no,frecuencia_insuficiente,319.0,1000.0,,,
libró,6,5,no,frecuencia_insuficiente,6.0,1000.0,,,
lic,32,3,no,frecuencia_insuficiente,32.0,1000.0,,,
licencia,38,8,no,frecuencia_insuficiente,38.0,1000.0,,,
licenciada,42,10,no,frecuencia_insuficiente,42.0,1000.0,,,
licenciado,109,10,no,frecuencia_insuficiente,109.0,1000.0,,,
licenciarse,4,11,no,frecuencia_insuficiente,4.0,1000.0,,,
licencias,7,9,no,frecuencia_insuficiente,7.0,1000.0,,,
licenciatura,49,12,no,frecuencia_insuficiente,49.0,1000.0,,,
licenció,46,8,no,frecuencia_insuficiente,46.0,1000.0,,,
liceo,59,5,no,frecuencia_insuficiente,59.0,1000.0,,,
licor,14,5,no,frecuencia_insuficiente,14.0,1000.0,,,
liderada,3,8,no,frecuencia_insuficiente,3.0,1000.0,,,
liderado,10,8,no,frecuencia_insuficiente,10.0,1000.0,,,
liderar,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
liderato,5,8,no,frecuencia_insuficiente,5.0,1000.0,,,
liderazgo,24,9,no,frecuencia_insuficiente,24.0,1000.0,,,
lideró,8,6,no,frecuencia_insuficiente,8.0,1000.0,,,
lidia,6,5,no,frecuencia_insuficiente,6.0,1000.0,,,
lidiar,4,6,no,frecuencia_insuficiente,4.0,1000.0,,,
lie,4,3,no,frecuencia_insuficiente,4.0,1000.0,,,
liebre,10,6,no,frecuencia_insuficiente,10.0,1000.0,,,
liebres,4,7,no,frecuencia_insuficiente,4.0,1000.0,,,
liechtenstein,3,13,no,frecuencia_insuficiente,3.0,1000.0,,,
lieja,9,5,no,frecuencia_insuficiente,9.0,1000.0,,,
lienzo,11,6,no,frecuencia_insuficiente,11.0,1000.0,,,
lienzos,10,7,no,frecuencia_insuficiente,10.0,1000.0,,,
lieu,3,4,no,frecuencia_insuficiente,3.0,1000.0,,,
life,20,4,no,frecuencia_insuficiente,20.0,1000.0,,,
liga,279,4,no,frecuencia_insuficiente,279.0,1000.0,,,
ligada,21,6,no,frecuencia_insuficiente,21.0,1000.0,,,
ligadas,4,7,no,frecuencia_insuficiente,4.0,1000.0,,,
ligado,24,6,no,frecuencia_insuficiente,24.0,1000.0,,,
ligados,11,7,no,frecuencia_insuficiente,11.0,1000.0,,,
ligas,39,5,no,frecuencia_insuficiente,39.0,1000.0,,,
ligera,30,6,no,frecuencia_insuficiente,30.0,1000.0,,,
ligeramente,96,11,no,frecuencia_insuficiente,96.0,1000.0,,,
ligeras,18,7,no,frecuencia_insuficiente,18.0,1000.0,,,
ligero,39,6,no,frecuencia_insuficiente,39.0,1000.0,,,
ligeros,9,7,no,frecuencia_insuficiente,9.0,1000.0,,,
light,6,5,no,frecuencia_insuficiente,6.0,1000.0,,,
lightning,4,9,no,frecuencia_insuficiente,4.0,1000.0,,,
liguilla,13,8,no,frecuencia_insuficiente,13.0,1000.0,,,
liguria,3,7,no,frecuencia_insuficiente,3.0,1000.0,,,
like,11,4,no,frecuencia_insuficiente,11.0,1000.0,,,
lil,4,3,no,frecuencia_insuficiente,4.0,1000.0,,,
liliana,4,7,no,frecuencia_insuficiente,4.0,1000.0,,,
lille,3,5,no,frecuencia_insuficiente,3.0,1000.0,,,
lily,5,4,no,frecuencia_insuficiente,5.0,1000.0,,,
lilí,3,4,no,frecuencia_insuficiente,3.0,1000.0,,,
lima,103,4,no,frecuencia_insuficiente,103.0,1000.0,,,
limbo,7,5,no,frecuencia_insuficiente,7.0,1000.0,,,
limita,59,6,no,frecuencia_insuficiente,59.0,1000.0,,,
limitaba,12,8,no,frecuencia_insuficiente,12.0,1000.0,,,
limitaciones,10,12,no,frecuencia_insuficiente,10.0,1000.0,,,
limitación,7,10,no,frecuencia_insuficiente,7.0,1000.0,,,
limitada,41,8,no,frecuencia_insuficiente,41.0,1000.0,,,
