palabra,muestras,longitud_chars,suficiente
dioica,7,6,no
discotecas,7,10,no
discretos,7,9,no
disculpas,7,9,no
discute,7,7,no
diseña,7,6,no
disfrazado,7,10,no
disfrutaba,7,10,no
disimular,7,9,no
disminuyó,7,9,no
dispersaron,7,11,no
disquera,7,8,no
dista,7,5,no
distinguidos,7,12,no
distorsión,7,10,no
distribuir,7,10,no
distribuyó,7,10,no
disuelto,7,8,no
diurna,7,6,no
divertida,7,9,no
division,7,8,no
dióxido,7,7,no
doctorales,7,10,no
doctores,7,8,no
dodge,7,5,no
dog,7,3,no
dolorosa,7,8,no
dominada,7,8,no
dominantes,7,10,no
dominar,7,7,no
dominicos,7,9,no
donación,7,8,no
donante,7,7,no
doncella,7,8,no
dormitorios,7,11,no
dormía,7,6,no
dorothy,7,7,no
down,7,4,no
drake,7,5,no
dramas,7,6,no
dramáticas,7,10,no
drew,7,4,no
duelen,7,6,no
duraría,7,7,no
dureza,7,6,no
durmió,7,6,no
durán,7,5,no
dígitos,7,7,no
earth,7,5,no
echaba,7,6,no
echándose,7,9,no
edades,7,6,no
edema,7,5,no
edge,7,4,no
editados,7,8,no
edmund,7,6,no
edo,7,3,no
efebos,7,6,no
efectuó,7,7,no
eficiencia,7,10,no
eficientes,7,10,no
egresada,7,8,no
ejecutada,7,9,no
ejecutan,7,8,no
ejecutó,7,7,no
elda,7,4,no
elegidas,7,8,no
elevados,7,8,no
elevar,7,6,no
eliminaron,7,10,no
elisabet,7,8,no
elisabeth,7,9,no
elle,7,4,no
ellen,7,5,no
elliot,7,6,no
elogió,7,6,no
embajadora,7,10,no
embalses,7,8,no
embarcado,7,9,no
emblemático,7,11,no
emergencias,7,11,no
emergente,7,9,no
emigrantes,7,10,no
emiliano,7,8,no
emitidos,7,8,no
emitieron,7,9,no
emitía,7,6,no
emocionales,7,11,no
emperadores,7,11,no
empezando,7,9,no
empiezas,7,8,no
empleadas,7,9,no
empleos,7,7,no
encantan,7,8,no
encargos,7,8,no
encendida,7,9,no
encendiendo,7,11,no
enciende,7,8,no
encontradas,7,11,no
encontraremos,7,13,no
encontrará,7,10,no
encontrarás,7,11,no
encontremos,7,11,no
encuestas,7,9,no
ende,7,4,no
enfriamiento,7,12,no
enfriar,7,7,no
enganchado,7,10,no
enigma,7,6,no
enoja,7,5,no
enrico,7,6,no
enríquez,7,8,no
ente,7,4,no
entendimiento,7,13,no
enterramiento,7,13,no
entierran,7,9,no
entornados,7,10,no
entrado,7,7,no
entregan,7,8,no
entregaron,7,10,no
entrenando,7,10,no
entretanto,7,10,no
envolver,7,8,no
enzimas,7,7,no
episcopado,7,10,no
epífitas,7,8,no
epónimo,7,7,no
equipación,7,10,no
equivale,7,8,no
erecta,7,6,no
errázuriz,7,9,no
erótico,7,7,no
esbelto,7,7,no
escapan,7,7,no
escapando,7,9,no
escarpadas,7,10,no
esconden,7,8,no
escondida,7,9,no
escondió,7,8,no
escribano,7,9,no
esmalte,7,7,no
espanta,7,7,no
esparcidas,7,10,no
especializadas,7,14,no
especificar,7,11,no
especulaciones,7,14,no
esperaban,7,9,no
esperanzas,7,10,no
espere,7,6,no
espigas,7,7,no
espinosas,7,9,no
espiritualidad,7,14,no
esplendor,7,9,no
espontánea,7,10,no
esposos,7,7,no
espía,7,5,no
espías,7,6,no
esqueletos,7,10,no
estacionales,7,12,no
estafa,7,6,no
estante,7,7,no
estarían,7,8,no
estate,7,6,no
estatuto,7,8,no
estelares,7,9,no
estepas,7,7,no
estimar,7,7,no
estrellada,7,10,no
estremecimiento,7,15,no
estrenada,7,9,no
estrofa,7,7,no
estudiados,7,10,no
estudiantiles,7,13,no
estudioso,7,9,no
estudiosos,7,10,no
estuvieran,7,10,no
estuviese,7,9,no
estábamos,7,9,no
estática,7,8,no
eterna,7,6,no
eucaliptos,7,10,no
eucaristía,7,10,no
everton,7,7,no
evidentemente,7,13,no
evolucionado,7,12,no
evolutiva,7,9,no
excesos,7,7,no
excita,7,6,no
excusas,7,7,no
exento,7,6,no
exhibiciones,7,12,no
exhibió,7,7,no
exigencias,7,10,no
exigir,7,6,no
exitosamente,7,12,no
exitosas,7,8,no
experimentado,7,13,no
explicó,7,7,no
exponen,7,7,no
expulsada,7,9,no
expulsados,7,10,no
expulsar,7,8,no
extraída,7,8,no
exótica,7,7,no
exóticas,7,8,no
faca,7,4,no
facción,7,7,no
facial,7,6,no
factoría,7,8,no
factura,7,7,no
facundo,7,7,no
fallece,7,7,no
fallecer,7,8,no
fallecidos,7,10,no
fallido,7,7,no
falsas,7,6,no
family,7,6,no
fanes,7,5,no
fanta,7,5,no
fantasy,7,7,no
fanático,7,8,no
farándula,7,9,no
fascista,7,8,no
fausto,7,6,no
favorecen,7,9,no
favoritas,7,9,no
fax,7,3,no
felizmente,7,10,no
fender,7,6,no
ferguson,7,8,no
fernanda,7,8,no
ferrol,7,6,no
ferroviarios,7,12,no
ferviente,7,9,no
festivos,7,8,no
fiable,7,6,no
fiat,7,4,no
ficticia,7,8,no
ficticio,7,8,no
field,7,5,no
figuró,7,6,no
fijada,7,6,no
fijado,7,6,no
fijos,7,5,no
filmadas,7,8,no
filmar,7,6,no
finos,7,5,no
firmas,7,6,no
fisiología,7,10,no
fitzgerald,7,10,no
five,7,4,no
flaco,7,5,no
flanqueada,7,10,no
floral,7,6,no
florencio,7,9,no
flote,7,5,no
flotilla,7,8,no
fluidez,7,7,no
fomentar,7,8,no
fonseca,7,7,no
formarse,7,8,no
formulación,7,11,no
four,7,4,no
fractura,7,8,no
fragantes,7,9,no
fragatas,7,8,no
francesc,7,8,no
franciscano,7,11,no
francófona,7,10,no
franquismo,7,10,no
fraser,7,6,no
freddie,7,7,no
free,7,4,no
freeman,7,7,no
fresas,7,6,no
friedman,7,8,no
funda,7,5,no
fundacional,7,11,no
fundamenta,7,10,no
funerario,7,9,no
fungió,7,6,no
funk,7,4,no
futbol,7,6,no
fármacos,7,8,no
fúnebre,7,7,no
galia,7,5,no
gallagher,7,9,no
galleta,7,7,no
gallinas,7,8,no
galápagos,7,9,no
gamarra,7,7,no
ganaderos,7,9,no
ganadoras,7,9,no
gandhi,7,6,no
garra,7,5,no
garrido,7,7,no
garros,7,6,no
gasto,7,5,no
gate,7,4,no
generoso,7,8,no
genocidio,7,9,no
geológica,7,9,no
geológico,7,9,no
georgetown,7,10,no
gerencia,7,8,no
germano,7,7,no
gestación,7,9,no
get,7,3,no
geólogo,7,7,no
gigantescas,7,11,no
gilberto,7,8,no
gimió,7,5,no
glabra,7,6,no
glabros,7,7,no
glen,7,4,no
glucosa,7,7,no
goethe,7,6,no
golpeada,7,8,no
gonzaga,7,7,no
gospel,7,6,no
gozar,7,5,no
grabador,7,8,no
graciosa,7,8,no
gradas,7,6,no
graduada,7,8,no
graduados,7,9,no
grafo,7,5,no
grasos,7,6,no
gratuitamente,7,13,no
grau,7,4,no
greg,7,4,no
gruta,7,5,no
guanajuato,7,10,no
guardó,7,6,no
gubernamentales,7,15,no
guerrillas,7,10,no
guipúzcoa,7,9,no
gustav,7,6,no
güemes,7,6,no
haberla,7,7,no
habilitado,7,10,no
habitaban,7,9,no
habitante,7,9,no
hablaban,7,8,no
hablamos,7,8,no
hablo,7,5,no
hacerla,7,7,no
hacha,7,5,no
hallar,7,6,no
hallaron,7,8,no
halloween,7,9,no
halló,7,5,no
hamlet,7,6,no
hank,7,4,no
hannah,7,6,no
hardcore,7,8,no
harlem,7,6,no
haro,7,4,no
harper,7,6,no
harta,7,5,no
hawks,7,5,no
helsinki,7,8,no
hematoma,7,8,no
hembrillas,7,10,no
heme,7,4,no
henderson,7,9,no
hepática,7,8,no
herald,7,6,no
herbívoro,7,9,no
hereda,7,6,no
hermafroditas,7,13,no
hermosas,7,8,no
heroica,7,7,no
heroicos,7,8,no
herzegovina,7,11,no
hiciera,7,7,no
hiciste,7,7,no
hidráulica,7,10,no
hiel,7,4,no
hielos,7,6,no
hipil,7,5,no
hispanos,7,8,no
holocausto,7,10,no
holstein,7,8,no
homenajes,7,9,no
honolulu,7,8,no
honrado,7,7,no
hopkins,7,7,no
hornea,7,6,no
horrible,7,8,no
hoyo,7,4,no
hube,7,4,no
hubiérale,7,9,no
huida,7,5,no
humorístico,7,11,no
hundidos,7,8,no
hundía,7,6,no
hunt,7,4,no
hunter,7,6,no
huntington,7,10,no
hussein,7,7,no
hyun,7,4,no
héroe,7,5,no
identificados,7,13,no
identifican,7,11,no
ignora,7,6,no
ilimitado,7,9,no
imaginas,7,8,no
impact,7,6,no
implantación,7,12,no
implicados,7,10,no
imponer,7,7,no
impresos,7,8,no
imprime,7,7,no
imprimir,7,8,no
inaugural,7,9,no
incansable,7,10,no
incapaces,7,9,no
incendiado,7,10,no
inclina,7,7,no
inclinado,7,9,no
inconveniente,7,13,no
inconvenientes,7,14,no
incorporan,7,10,no
incorporar,7,10,no
incursionó,7,10,no
indicada,7,8,no
indicadores,7,11,no
indirecta,7,9,no
indo,7,4,no
inestabilidad,7,13,no
inevitable,7,10,no
infinita,7,8,no
inflación,7,9,no
inflamable,7,10,no
influenciada,7,12,no
informado,7,9,no
informal,7,8,no
informativos,7,12,no
infraestructuras,7,16,no
inframundo,7,10,no
inmortal,7,8,no
inmunidad,7,9,no
innovaciones,7,12,no
inscrita,7,8,no
inscrito,7,8,no
insoportable,7,12,no
inspiradas,7,10,no
instalada,7,9,no
instancias,7,10,no
insultarte,7,10,no
insurgentes,7,11,no
intacta,7,7,no
inteligentes,7,12,no
intensiva,7,9,no
inter,7,5,no
interino,7,8,no
intermedios,7,11,no
interpretaba,7,12,no
interpretadas,7,13,no
intrusos,7,8,no
invasiones,7,10,no
invasora,7,8,no
inverso,7,7,no
investigado,7,11,no
involucrados,7,12,no
ira,7,3,no
irrelevante,7,11,no
irritación,7,10,no
islote,7,6,no
ismael,7,6,no
istmo,7,5,no
italianas,7,9,no
jabalí,7,6,no
jaca,7,4,no
jade,7,4,no
jaleo,7,5,no
janet,7,5,no
jara,7,4,no
jedi,7,4,no
jenkins,7,7,no
jeopardy,7,8,no
jeremy,7,6,no
jesuita,7,7,no
jill,7,4,no
joey,7,4,no
jonas,7,5,no
jordán,7,6,no
joy,7,3,no
joya,7,4,no
joyce,7,5,no
joão,7,4,no
juegue,7,6,no
jugaban,7,7,no
jugable,7,7,no
jugará,7,6,no
julian,7,6,no
julie,7,5,no
julius,7,6,no
jura,7,4,no
jurisprudencia,7,14,no
justa,7,5,no
justas,7,6,no
justifica,7,9,no
justos,7,6,no
juventus,7,8,no
juzgar,7,6,no
júnior,7,6,no
kai,7,3,no
karting,7,7,no
kay,7,3,no
kid,7,3,no
kilos,7,5,no
koch,7,4,no
kosovo,7,6,no
kylie,7,5,no
labrado,7,7,no
labrador,7,8,no
ladrador,7,8,no
lakers,7,6,no
lamentos,7,8,no
lanar,7,5,no
lanceoladas,7,11,no
lanzaban,7,8,no
larraín,7,7,no
latas,7,5,no
latido,7,6,no
latinoamericanos,7,16,no
lavalle,7,7,no
lawn,7,4,no
lechoso,7,7,no
legumbre,7,8,no
legumbres,7,9,no
leningrado,7,10,no
lentes,7,6,no
lesbianismo,7,11,no
levadura,7,8,no
levantaba,7,9,no
levantada,7,9,no
levantando,7,10,no
levantaron,7,10,no
levy,7,4,no
leñosa,7,6,no
liberada,7,8,no
libertador,7,10,no
liberó,7,6,no
libramos,7,8,no
library,7,7,no
licencias,7,9,no
limbo,7,5,no
limitación,7,10,no
lingüísticos,7,12,no
liso,7,4,no
lisos,7,5,no
listan,7,6,no
litio,7,5,no
llamé,7,5,no
llana,7,5,no
llegará,7,7,no
llenó,7,5,no
lleven,7,6,no
lloraba,7,7,no
lluviosa,7,8,no
lluviosos,7,9,no
locaciones,7,10,no
localizados,7,11,no
lola,7,4,no
lona,7,4,no
look,7,4,no
lopez,7,5,no
lorca,7,5,no
lozano,7,6,no
luc,7,3,no
luca,7,4,no
lugareños,7,9,no
luján,7,5,no
lápidas,7,7,no
lázaro,7,6,no
lógicos,7,7,no
macdonald,7,9,no
macedonio,7,9,no
machado,7,7,no
macizos,7,7,no
maderas,7,7,no
madrastra,7,9,no
madrileños,7,10,no
madurar,7,7,no
magallanes,7,10,no
mai,7,3,no
manantial,7,9,no
mandar,7,6,no
maneja,7,6,no
manifestaron,7,12,no
manso,7,5,no
mantenían,7,9,no
manualmente,7,11,no
mapuche,7,7,no
maradona,7,8,no
marcadas,7,8,no
marcando,7,8,no
marcus,7,6,no
marín,7,5,no
marítimos,7,9,no
master,7,6,no
matamoros,7,9,no
matanzas,7,8,no
matarla,7,7,no
matarme,7,7,no
mataron,7,7,no
maten,7,5,no
matices,7,7,no
matilda,7,7,no
matrices,7,8,no
maxwell,7,7,no
mayorazgo,7,9,no
mazo,7,4,no
mccartney,7,9,no
mediación,7,9,no
medicinal,7,9,no
mediciones,7,10,no
mejorada,7,8,no
melancolía,7,10,no
melancólica,7,11,no
melanie,7,7,no
melón,7,5,no
membranas,7,9,no
membresía,7,9,no
mencionó,7,8,no
menester,7,8,no
meno,7,4,no
menorca,7,7,no
mercantes,7,9,no
mercosur,7,8,no
merlín,7,6,no
mero,7,4,no
mesías,7,6,no
metabolismo,7,11,no
metafísica,7,10,no
metallica,7,9,no
mete,7,4,no
metálica,7,8,no
mezclados,7,9,no
mia,7,3,no
microscopio,7,11,no
migratoria,7,10,no
milímetros,7,10,no
ministerios,7,11,no
minorías,7,8,no
miradas,7,7,no
miramar,7,7,no
miraron,7,7,no
miro,7,4,no
misericordia,7,12,no
misionera,7,9,no
mitológicos,7,11,no
mitre,7,5,no
mobile,7,6,no
modelado,7,8,no
modelaje,7,8,no
moderadas,7,9,no
modificadas,7,11,no
molde,7,5,no
moldes,7,6,no
monetario,7,9,no
monta,7,5,no
montajes,7,8,no
montañosos,7,10,no
montgomery,7,10,no
monzón,7,6,no
monólogos,7,9,no
monótono,7,8,no
mordía,7,6,no
more,7,4,no
morelia,7,7,no
moriremos,7,9,no
morirá,7,6,no
morrison,7,8,no
mortero,7,7,no
morón,7,5,no
mosquera,7,8,no
mota,7,4,no
moviendo,7,8,no
movía,7,5,no
mozilla,7,7,no
muera,7,5,no
mula,7,4,no
mulato,7,6,no
mulder,7,6,no
multa,7,5,no
multi,7,5,no
municiones,7,10,no
musgos,7,6,no
mutuo,7,5,no
máscaras,7,8,no
mástil,7,6,no
máximas,7,7,no
mística,7,7,no
músculos,7,8,no
músicas,7,7,no
nacionalidades,7,14,no
narrado,7,7,no
nasales,7,7,no
natalia,7,7,no
naturalista,7,11,no
nava,7,4,no
navidades,7,9,no
necesitar,7,9,no
negaban,7,7,no
neo,7,3,no
neoclásica,7,10,no
neptuno,7,7,no
nervio,7,6,no
nerviosos,7,9,no
netamente,7,9,no
neuronas,7,8,no
newport,7,7,no
nichos,7,6,no
nicole,7,6,no
nieblas,7,7,no
nietzsche,7,9,no
nike,7,4,no
ninfa,7,5,no
nirvana,7,7,no
nivelado,7,8,no
nixon,7,5,no
nocaut,7,6,no
nombrar,7,7,no
nomenclatura,7,12,no
normalidad,7,10,no
nororiental,7,11,no
not,7,3,no
noticiero,7,9,no
novo,7,4,no
now,7,3,no
nueces,7,6,no
nuez,7,4,no
nulo,7,4,no
nórdico,7,7,no
nóvgorod,7,8,no
oblongas,7,8,no
oboe,7,4,no
obreras,7,7,no
observadores,7,12,no
observarse,7,10,no
observó,7,7,no
ocean,7,5,no
octogonal,7,9,no
ocupadas,7,8,no
ocupados,7,8,no
ocupo,7,5,no
ojeda,7,5,no
olimpo,7,6,no
omnívoro,7,8,no
ondulante,7,9,no
opaco,7,5,no
operaba,7,7,no
operada,7,7,no
operados,7,8,no
operativos,7,10,no
oprimiéndome,7,12,no
opuesta,7,7,no
opus,7,4,no
orbital,7,7,no
ordenas,7,7,no
ordinaria,7,9,no
oregon,7,6,no
organizaron,7,11,no
orgánico,7,8,no
orientó,7,7,no
originalidad,7,12,no
originarias,7,11,no
orozco,7,6,no
orquestal,7,9,no
orugas,7,6,no
oruro,7,5,no
osos,7,4,no
ostentaba,7,9,no
otorgaron,7,9,no
oval,7,4,no
ovario,7,6,no
oveja,7,5,no
over,7,4,no
owens,7,5,no
oyentes,7,7,no
oyeron,7,6,no
pachuca,7,7,no
padeció,7,7,no
padecía,7,7,no
padilla,7,7,no
padrinos,7,8,no
padua,7,5,no
palau,7,5,no
palestino,7,9,no
palestinos,7,10,no
palmera,7,7,no
palmira,7,7,no
pantera,7,7,no
panícula,7,8,no
paola,7,5,no
papal,7,5,no
parador,7,7,no
pareces,7,7,no
partisanos,7,10,no
paró,7,4,no
pasados,7,7,no
pasajero,7,8,no
pasas,7,5,no
pasatiempos,7,11,no
pastilla,7,8,no
pastoreo,7,8,no
pata,7,4,no
patrocinadores,7,14,no
patrocinio,7,10,no
paulino,7,7,no
paulista,7,8,no
pavón,7,5,no
payaso,7,6,no
pearl,7,5,no
pecar,7,5,no
pecioladas,7,10,no
pedagogo,7,8,no
pedagogía,7,9,no
pedestal,7,8,no
pegado,7,6,no
pelean,7,6,no
pelear,7,6,no
penosa,7,6,no
pensadores,7,10,no
peralta,7,7,no
percy,7,5,no
perdedor,7,8,no
perdonan,7,8,no
perdura,7,7,no
perezoso,7,8,no
perfume,7,7,no
periferia,7,9,no
periodístico,7,12,no
perjuros,7,8,no
permisos,7,8,no
permitiendo,7,11,no
permitían,7,9,no
persiguió,7,9,no
perth,7,5,no
pesaba,7,6,no
pescados,7,8,no
pete,7,4,no
petit,7,5,no
peñas,7,5,no
philippe,7,8,no
pican,7,5,no
pierce,7,6,no
pinar,7,5,no
pinares,7,7,no
pink,7,4,no
pintora,7,7,no
pintoresco,7,10,no
pipa,7,4,no
piramidal,7,9,no
piratería,7,9,no
pirámides,7,9,no
pistones,7,8,no
piña,7,4,no
plagas,7,6,no
planeado,7,8,no
plasencia,7,9,no
plateado,7,8,no
playoffs,7,8,no
playstation,7,11,no
plenos,7,6,no
poderosas,7,9,no
podios,7,6,no
poe,7,3,no
pol,7,3,no
polacas,7,7,no
polarización,7,12,no
policiales,7,10,no
polideportivo,7,13,no
polinias,7,8,no
pollos,7,6,no
polígonos,7,9,no
polímero,7,8,no
ponerle,7,7,no
ponernos,7,8,no
pones,7,5,no
ponía,7,5,no
pornografía,7,11,no
portadores,7,10,no
porto,7,5,no
poseyó,7,6,no
poseían,7,7,no
precaución,7,10,no
preciosas,7,9,no
precioso,7,8,no
precoz,7,6,no
precursores,7,11,no
preguntó,7,8,no
prehispánico,7,12,no
prehistóricos,7,13,no
prematura,7,9,no
preocupó,7,8,no
prepararse,7,10,no
preparativos,7,12,no
presley,7,7,no
prestaciones,7,12,no
pretty,7,6,no
prevenido,7,9,no
previsión,7,9,no
prime,7,5,no
prince,7,6,no
princess,7,8,no
prior,7,5,no
prisioneras,7,11,no
privacidad,7,10,no
problemática,7,12,no
procedencia,7,11,no
procesados,7,10,no
procesar,7,8,no
productiva,7,10,no
productividad,7,13,no
productoras,7,11,no
profecía,7,8,no
profesorado,7,11,no
programado,7,10,no
progresión,7,10,no
progresos,7,9,no
prolífica,7,9,no
prometedor,7,10,no
prometido,7,9,no
promocionales,7,13,no
proposición,7,11,no
proseguía,7,9,no
prosigue,7,8,no
protectorado,7,12,no
proteína,7,8,no
prototipos,7,10,no
proveedor,7,9,no
proveen,7,7,no
provenían,7,9,no
proyecciones,7,12,no
proyectada,7,10,no
proyectiles,7,11,no
proyectó,7,8,no
prudencia,7,9,no
prusiana,7,8,no
prócer,7,6,no
próspero,7,8,no
pseudónimo,7,10,no
psicológico,7,11,no
psiquiatra,7,10,no
publicarse,7,10,no
publicitaria,7,12,no
pudiese,7,7,no
puestas,7,7,no
pulgas,7,6,no
pupilas,7,7,no
puras,7,5,no
purificación,7,12,no
puros,7,5,no
puño,7,4,no
quemaduras,7,10,no
quesos,7,6,no
quilmes,7,7,no
quino,7,5,no
quisieron,7,9,no
quitar,7,6,no
race,7,4,no
racismo,7,7,no
radiante,7,8,no
radicalmente,7,12,no
raimundo,7,8,no
ramificada,7,10,no
ramillas,7,8,no
raso,7,4,no
rastreo,7,7,no
rastros,7,7,no
ratificó,7,8,no
realizaban,7,10,no
rebaño,7,6,no
rebeldía,7,8,no
recae,7,5,no
recayó,7,6,no
receptores,7,10,no
rechazaba,7,9,no
rechazar,7,8,no
recipientes,7,11,no
reclamado,7,9,no
reclamo,7,7,no
recogieron,7,10,no
recomendación,7,13,no
recomendado,7,11,no
reconocible,7,11,no
reconstruida,7,12,no
recopilatorio,7,13,no
recorrimos,7,10,no
recreativa,7,10,no
recreativo,7,10,no
recreo,7,6,no
rectangulares,7,13,no
rectos,7,6,no
recubierta,7,10,no
recuperada,7,10,no
recuperados,7,11,no
recurrentes,7,11,no
recurrió,7,8,no
redondeados,7,11,no
reducen,7,7,no
reed,7,4,no
reelegido,7,9,no
referida,7,8,no
reflejaba,7,9,no
reflejo,7,7,no
reformado,7,9,no
reformista,7,10,no
reforzada,7,9,no
reforzar,7,8,no
refugia,7,7,no
regadío,7,7,no
regencia,7,8,no
regimientos,7,11,no
registraron,7,11,no
regresando,7,10,no
regula,7,6,no
regulaciones,7,12,no
regulado,7,8,no
rehenes,7,7,no
reinante,7,8,no
relacionarse,7,12,no
relaja,7,6,no
relativo,7,8,no
rematado,7,8,no
remedios,7,8,no
remixes,7,7,no
remolacha,7,9,no
remotos,7,7,no
removido,7,8,no
rendaje,7,7,no
rendición,7,9,no
renombrada,7,10,no
renovar,7,7,no
repartidas,7,10,no
repitiendo,7,10,no
representativos,7,15,no
reproductivo,7,12,no
reproductor,7,11,no
republicanos,7,12,no
res,7,3,no
resaltar,7,8,no
rescatado,7,9,no
resguardo,7,9,no
residen,7,7,no
residenciales,7,13,no
residuales,7,10,no
resiste,7,7,no
respaldo,7,8,no
respirable,7,10,no
responden,7,9,no
resumir,7,7,no
resurgimiento,7,13,no
resurrección,7,12,no
retiran,7,7,no
retirar,7,7,no
retomar,7,7,no
retrasa,7,7,no
retrasado,7,9,no
retrata,7,7,no
retrocedió,7,10,no
revelan,7,7,no
revisa,7,6,no
revoloteo,7,9,no
revés,7,5,no
reza,7,4,no
rezo,7,4,no
ricamente,7,9,no
rice,7,4,no
ricky,7,5,no
ridícula,7,8,no
rieles,7,6,no
riendo,7,6,no
rifles,7,6,no
rige,7,4,no
rindieron,7,9,no
risas,7,5,no
rizos,7,5,no
rob,7,3,no
roba,7,4,no
roble,7,5,no
robos,7,5,no
robusta,7,7,no
rocoso,7,6,no
rodas,7,5,no
rodilla,7,7,no
rojizas,7,7,no
romería,7,7,no
rompen,7,6,no
románicos,7,9,no
románticos,7,10,no
ronald,7,6,no
rotas,7,5,no
rotativo,7,8,no
rotonda,7,7,no
rotos,7,5,no
rovira,7,6,no
rubens,7,6,no
ruby,7,4,no
rufo,7,4,no
rugosa,7,6,no
ruth,7,4,no
ríase,7,5,no
rígido,7,6,no
rómulo,7,6,no
sabadell,7,8,no
sabido,7,6,no
sabinas,7,7,no
sabios,7,6,no
sacarte,7,7,no
sacudían,7,8,no
sagas,7,5,no
sagrario,7,8,no
sajones,7,7,no
salem,7,5,no
salesiano,7,9,no
salle,7,5,no
sally,7,5,no
salt,7,4,no
salvadoreña,7,11,no
salvarse,7,8,no
salí,7,4,no
sandalias,7,9,no
sanders,7,7,no
sanitarias,7,10,no
sanitarios,7,10,no
sarna,7,5,no
sasha,7,5,no
satisface,7,9,no
satisfacer,7,10,no
scout,7,5,no
secado,7,6,no
secesión,7,8,no
second,7,6,no
seguidas,7,8,no
seguiría,7,8,no
seguí,7,5,no
selectiva,7,9,no
selena,7,6,no
semanalmente,7,12,no
semejanza,7,9,no
sensibles,7,9,no
sepultada,7,9,no
sequías,7,7,no
seremos,7,7,no
serias,7,6,no
servida,7,7,no
sesgo,7,5,no
sets,7,4,no
severas,7,7,no
severidad,7,9,no
sevillano,7,9,no
seychelles,7,10,no
señalado,7,8,no
seúl,7,4,no
shadow,7,6,no
shah,7,4,no
shane,7,5,no
shell,7,5,no
shock,7,5,no
siervo,7,6,no
significativamente,7,18,no
significativas,7,14,no
sigo,7,4,no
sigüenza,7,8,no
silesia,7,7,no
silueta,7,7,no
simbólico,7,9,no
simmons,7,7,no
simone,7,6,no
simplicidad,7,11,no
sinclair,7,8,no
sindicales,7,10,no
siracusa,7,8,no
sirena,7,6,no
sirva,7,5,no
six,7,3,no
ska,7,3,no
sketch,7,6,no
sobrio,7,6,no
sociable,7,8,no
socialmente,7,11,no
soda,7,4,no
sofá,7,4,no
solucionar,7,10,no
sombrío,7,7,no
sombríos,7,8,no
somerset,7,8,no
sonaban,7,7,no
sonatas,7,7,no
sonó,7,4,no
sorber,7,6,no
sordo,7,5,no
sorprendente,7,12,no
sosa,7,4,no
sospechosos,7,11,no
space,7,5,no
sportivo,7,8,no
springs,7,7,no
stadium,7,7,no
stand,7,5,no
stars,7,5,no
subhúmedo,7,9,no
subiendo,7,8,no
subsecretario,7,13,no
subsistencia,7,12,no
suburbio,7,8,no
sucesivamente,7,13,no
suculenta,7,9,no
sudan,7,5,no
sue,7,3,no
suecos,7,6,no
sueña,7,5,no
sufrimiento,7,11,no
sujetas,7,7,no
sul,7,3,no
sullivan,7,8,no
superación,7,10,no
suponen,7,7,no
supuestos,7,9,no
surgir,7,6,no
suspender,7,9,no
suspendidas,7,11,no
suspiraba,7,9,no
sustancial,7,10,no
sustantivos,7,11,no
sustituye,7,9,no
sylvia,7,6,no
sátira,7,6,no
tabú,7,4,no
tajo,7,4,no
tala,7,4,no
talante,7,7,no
tallado,7,7,no
tallados,7,8,no
tallas,7,6,no
tamaulipas,7,10,no
tapar,7,5,no
tapas,7,5,no
tapia,7,5,no
tara,7,4,no
tardaron,7,8,no
taxonomía,7,9,no
tayikistán,7,10,no
teca,7,4,no
tech,7,4,no
tecnológicos,7,12,no
teherán,7,7,no
tejer,7,5,no
telefónicas,7,11,no
telmo,7,5,no
telón,7,5,no
templada,7,8,no
temía,7,5,no
tendido,7,7,no
tendí,7,5,no
tenerlo,7,7,no
tenéis,7,6,no
ternera,7,7,no
ternura,7,7,no
terratenientes,7,14,no
texturas,7,8,no
teólogo,7,7,no
that,7,4,no
thor,7,4,no
tibetano,7,8,no
tibia,7,5,no
tibias,7,6,no
tiburón,7,7,no
tijuana,7,7,no
tina,7,4,no
tipografía,7,10,no
toby,7,4,no
tocada,7,6,no
tokyo,7,5,no
tome,7,4,no
tomos,7,5,no
tonalidades,7,11,no
torero,7,6,no
toreros,7,7,no
torpedos,7,8,no
torreón,7,7,no
torso,7,5,no
tortas,7,6,no
tortuga,7,7,no
toscana,7,7,no
tower,7,5,no
track,7,5,no
tracto,7,6,no
tracy,7,5,no
traducir,7,8,no
tranquilamente,7,14,no
transformada,7,12,no
transformar,7,11,no
transparentes,7,13,no
transportados,7,13,no
trascendencia,7,13,no
traseros,7,8,no
trasfondo,7,9,no
trataban,7,8,no
traía,7,5,no
traído,7,6,no
trepadora,7,9,no
trescientos,7,11,no
trevor,7,6,no
triangulares,7,12,no
triatlón,7,8,no
tristemente,7,11,no
trofeos,7,7,no
trompa,7,6,no
trompetista,7,11,no
troya,7,5,no
trípoli,7,7,no
tte,7,3,no
tubos,7,5,no
tubérculo,7,9,no
tudela,7,6,no
tula,7,4,no
turbo,7,5,no
tuxtlan,7,7,no
táchira,7,7,no
tíos,7,4,no
ultra,7,5,no
urbanística,7,11,no
urgencia,7,8,no
utensilios,7,10,no
uñas,7,4,no
vacante,7,7,no
vago,7,4,no
vainilla,7,8,no
valencianos,7,11,no
valer,7,5,no
valieron,7,8,no
vallecano,7,9,no
vallejo,7,7,no
valorada,7,8,no
valverde,7,8,no
vampiro,7,7,no
vasta,7,5,no
vasto,7,5,no
veamos,7,6,no
